matID P A S S_category C NODFst N_lowHigh mdegree mfitness0 mfitness1 mEffective_deg0 mEffective_deg1 wdegree0 wdegree1 mpredicted_abund0 mpredicted_abund1 mabund0 mabund1 mR0 mR1 mwasigma0 mwasigma1 msigma_c0 msigma_c1 mGamma0 mGamma1 sVisits_perP0 sVisits_perP1 mPollenDep_perP0 mPollenDep_perP1 mSeedProd_perP0 mSeedProd_perP1 mmort_recruit0 mmort_recruit1 PersYoN0 PersYoN1 mOmega0 mOmega1 mrho0 mrho1 mfitness_diff0 mfitness_diff1 fPersP0 fPersP1 criterion_check0 criterion_check1
292 10 31 41 1 0.24194 0.096739 0 7.5 6.97992737987427 6.85037540497326 5.19572785556305 4.80848698730945 3.1 3.10000000001511 0.584340967472563+0i 0.570447836961127 0.583336154098086 0.569687361029664 0.0125011295962045 0.0125004074375135 0.70109930601379 0.787192852855144 0.0171256110541006 0.0170905081088394 0.00226295331355075 0.0019055479426174 22.7558230590164 22.4891811235149 12.8612410483427 14.5123771238107 10.1432317309476 11.2451455084274 10.1432728696167 11.2451991777559 7.34058808355366 7.25457455593302 0.131881480348731 0.119353231404323 0.0513652612642368 0.0508772882255113 1.01542310339846 1.01877771184977 1 1 1 1
293 12 32 44 1 0.21094 0.13662 0 6.75 6.45770041296067 6.85809173064358 4.98365955559889 4.23571446228966 2.66666666666667 2.66666666667116 0.543725843931258+0i 0.537612093911027 0.543093176671149 0.536945326500908 0.0125608731454546 0.0125005712453682 0.626471788484846 0.726610662127356 0.0170270870212166 0.0178904277368006 0.025722174821391 0.00202636862752823 19.8499360409941 21.5897930344342 11.5799587563225 13.0162905704117 9.37987140854128 10.0809704049033 8.60405823678754 10.0807978672458 7.44372601537279 8.09617238789848 0.137023706498631 0.0983691895557075 0.0483140635136831 0.0494203694670914 3.39013900013457 1.01369547044781 0.916666666666667 1 1 1
294 11 27 38 1 0.26599 0.0074213 0 7.18181818181818 7.19374206750582 7.54885054951782 5.21830252001469 4.86312572625559 2.45454545454546 2.45454545455381 0.554328115039954+0i 0.543652427502385 0.553382613610636 0.542853811537969 0.0125015788666902 0.0125004477885265 0.608484778278485 0.659838820480683 0.0167499619275539 0.015575411400268 0.00247639050191664 0.00232969392463623 21.9492015972862 21.7459633304834 10.5588383579716 11.6521449932999 8.66987076309768 9.52750543432442 8.66996924298683 9.52750519623561 8.9422673174129 8.85946654201761 0.127230943031832 0.117960260401576 0.0512761693650671 0.0482777081532723 1.02211760744932 1.0055473177135 1 1 1 1
295 12 31 43 1 0.26075 -0.014707 0 8.08333333333333 6.72170898286513 6.6832663634487 7.01438186416768 6.15569428246036 2.58333333333333 2.58333333333696 0.539233533572511+0i 0.544673695160073 0.538317705190179 0.543693097323354 0.0127930922361214 0.0125003921749453 0.386613530644152 0.529714563806604 0.0186071586621665 0.0181022619352062 0.00349975395946898 0.00289325048870425 20.8527807942951 21.0436972925497 7.23375708793188 9.41730835598798 6.05952927921351 7.44006948943862 6.05954303014473 7.44013136106426 8.07204417843682 8.14594733904373 0.183163036149096 0.16422279147544 0.0516310944902453 0.0506862961071506 1.0357773585277 1.01260762750823 1 1 1 1
296 12 31 43 1 0.22849 0.039803 0 7.08333333333333 6.03641453817507 6.63642104820444 5.18253333120628 4.41876063056125 2.58333333333333 2.58333333334994 0.541782286393082+0i 0.535382938349138 0.540569528602066 0.534515958342922 0.0126261605879288 0.0125003182803208 0.571040229821465 0.723338910775812 0.0188427708231188 0.0187783026229601 0.0230563152969748 0.00220761368413369 19.2430393464097 20.7645076610945 9.63783458209203 12.2488654171252 7.49778669873636 9.70105035359406 6.87990903924211 9.70105268861139 7.44891845667472 8.03787393325876 0.122538638216541 0.0959747903096509 0.0502440435054487 0.0505190999478474 4.59880228013358 1.01596030383468 0.916666666666667 1 1 1
297 9 31 40 1 0.24731 -0.17432 0 7.66666666666667 7.37360275912707 7.44647585897971 6.74019831961783 5.79231534661944 3.44444444444444 3.44444444444368 0.566817077738419+0i 0.5999569100006 0.566408085822337 0.599348853386858 0.0125673630055707 0.0125007907270054 0.542414294168001 0.727639874216028 0.0156610812850864 0.0151919126122967 0.00243645701651447 0.00181067666925296 22.4626590003964 23.1396423147242 11.2241945885432 14.7015807347804 9.23893664693893 11.8599634447393 9.23911649095049 11.8599652564764 6.52141712914733 6.71796067202475 0.289840838674798 0.228483948933896 0.0491243030715141 0.0516347209011645 1.0249614510022 1.01082781398921 1 1 1 1
298 9 30 39 1 0.26667 0.092205 0 8 7.43246936181092 7.47972001686331 6.08495490325627 5.25903475604677 3.33333333333333 3.33333333333254 0.595058509393737+0i 0.588901971149751 0.59420034648073 0.588233708574152 0.012530628417463 0.0125004784338189 0.604869711889335 0.747532037608475 0.0146469335871923 0.0154738303105041 0.00237824261574646 0.00180461913920249 23.6654824319227 24.177460183549 11.7276924166271 14.7229590527436 9.23991212113231 11.5970573338133 9.24017900294139 11.5970490987272 7.09964472957682 7.25323805506637 0.176576442315741 0.15138623116341 0.0490421761601752 0.0493696985425055 1.01085005845223 1.02565986061982 1 1 1 1
299 9 32 41 1 0.26736 -0.10774 0 8.55555555555556 7.59651634043673 7.24354378379796 7.07904017599151 6.14439834997207 3.55555555555556 3.55555555555558 0.594964869540011+0i 0.584471119158434 0.594282542324349 0.58372978816316 0.0125071330846129 0.0125005622903188 0.54064974393662 0.6949987050922 0.0148048628718908 0.0156392743473279 0.00254209756355221 0.00198586025254653 23.4127595552695 22.6141736451036 10.9340575379706 13.1073909263686 8.76072477192792 10.7056017493372 8.76072730134098 10.7056016944421 6.58483862491954 6.36023633768538 0.218687528133959 0.187575056575898 0.0524178773511018 0.0502182935004561 1.02955239985304 1.01368176941268 1 1 1 1
300 9 32 41 1 0.25347 -0.097212 0 8.11111111111111 7.20946664297912 7.58140320958492 6.40631307345034 6.32864222288455 3.55555555555556 3.55555555555671 0.574058202465023+0i 0.602267644863768 0.573431789852688 0.601606551379914 0.0125005648099011 0.0125005765033791 0.680060445399914 0.699716603650785 0.0153560936949122 0.0149512012218629 0.00204090299259812 0.00194956859201883 23.3438477784313 24.078290497269 13.4825605883079 14.3145016924199 10.5303213163677 11.5508375907559 10.5303224650998 11.5507609784351 6.5654571876838 6.77201920235458 0.220549754269597 0.216240412631976 0.0482771709794041 0.050113552380218 1.01121537995416 1.01691985712162 1 1 1 1
301 10 31 41 1 0.25484 -0.063609 0 7.9 7.75886557106724 7.13689174782241 6.41856654004092 5.67672552370134 3.1 3.10000000004225 0.589607359968585+0i 0.571169223401939 0.588862721038216 0.570430209564328 0.0125088223607308 0.0125010221563302 0.527831949913842 0.678969606523924 0.0154575894751682 0.0158327775866424 0.00261253782476431 0.00213788861570892 23.8094480624167 22.5937213734328 10.2660420075384 12.2004551095489 8.39114511472549 9.69347611098843 8.39108260351547 9.69347707361807 7.6804671169086 7.28829721709751 0.171609621137484 0.153005451470778 0.0510947621632504 0.0489517951314202 1.02050525659328 1.00949439100788 1 1 1 1
302 10 33 43 1 0.23636 -0.10163 0 7.8 7.27385341325973 7.24163074651849 6.41098241661626 6.03079526338122 3.3 3.30000000000053 0.581036717591825+0i 0.577595723326667 0.580500032264716 0.576875574773386 0.0125004102010462 0.0125005232562528 0.635845172316306 0.681570423355925 0.0160599220227002 0.0165597058794008 0.00209436864279459 0.00203527648394315 23.442402180544 22.9015773492569 12.7599911848652 13.0056405494758 10.1050650314169 10.5948727402378 10.1050658146159 10.5948271761943 7.10375823652847 6.93987192401575 0.203688379108388 0.188769910612619 0.0504833834323849 0.0497845653090474 1.0239531212035 1.0189386716639 1 1 1 1
303 12 31 43 1 0.23387 -0.039099 0 7.25 6.93148456482406 6.98054431276768 5.54082853072289 4.90512464797415 2.58333333333333 2.58333333333323 0.537174717134825+0i 0.548464346774868 0.53626274188199 0.547432835217442 0.0125399345881759 0.0125004722846206 0.529030920009929 0.66642590410368 0.0176947102060534 0.0177257297226087 0.00303940224819979 0.00223987545182806 20.7715398650529 22.0927498309399 9.10832896295371 11.4141167291613 7.51700269371679 9.15751173348048 7.51701225418746 9.15752243574818 8.04059607679466 8.55203219262296 0.135609967641362 0.125042007024194 0.0500412630103498 0.049942488320262 1.0265040493584 1.01357399781815 1 1 1 1
304 8 32 40 1 0.25 -0.11115 0 8 8.15166212484632 8.0024535483119 6.48701552600109 6.03259633650454 4 3.99999999999997 0.626313195586258+0i 0.617889268371805 0.625747175670394 0.617351914305191 0.0125207758109935 0.0125004958304522 0.708761909450474 0.787094334585221 0.0134822245044838 0.0134636147312422 0.00182241264872206 0.00157010162521691 25.2296909438968 24.4826711409193 15.170511520018 16.3200586426184 12.1619949523444 13.1334805614373 12.1620012295982 13.1334051063766 6.3074227359742 6.1206677852299 0.255046912562691 0.22697727443843 0.0507057864849293 0.051830272056766 1.01837231895328 1.00680658058005 1 1 1 1
305 10 32 42 1 0.23438 -0.12564 0 7.5 7.33671895529916 7.17370852319531 6.1113485704881 5.80544284866902 3.2 3.19999999999949 0.582593842524862+0i 0.574817307408253 0.58183528517167 0.574132495549119 0.0125025989077144 0.0125007383581007 0.615426112071162 0.676046025886903 0.0160457274531456 0.016615027182699 0.002324828329301 0.00210905353824342 22.9291730729034 22.6909789156822 11.6288501439912 12.6984426567205 9.3599347904114 10.1787132183591 9.35993582230787 10.1785121579046 7.16536658528231 7.09093091115179 0.202772377971462 0.195543772628524 0.0475088751846344 0.0519499576143707 1.01305415202891 1.01489035706488 1 1 1 1
306 13 30 43 1 0.23846 -0.086077 0 7.15384615384615 6.74798264238615 6.40780629612824 6.29445497297992 5.93350419748825 2.30769230769231 2.30769230769159 0.536413470962007+0i 0.514267300202498 0.53586432109603 0.513476969566096 0.0125568387257297 0.0125003293889978 0.438417958787155 0.521672876660522 0.017831326008176 0.0198293659418892 0.0204337429264927 0.00335595504838383 20.0744735177622 20.4123026822446 8.53982862072438 9.69365549527869 7.03832954201319 7.76674819665674 6.50398992338903 7.76674756559631 8.69893852436363 8.84533116230632 0.169080564507544 0.149194333678706 0.0513312973732002 0.0481758120421436 -43.5499001001939 1.00979264709293 0.923076923076923 1 1 1
307 11 29 40 1 0.26019 -0.085876 0 7.54545454545455 6.92657181165214 6.69022755632881 6.06526996785977 5.65541003901247 2.63636363636364 2.63636363636139 0.537701367614569+0i 0.555451439250108 0.536785462426393 0.554425516022428 0.0125236142519118 0.0125005581600751 0.50696810342735 0.602018194484718 0.0172146871734399 0.017971016459092 0.00291186236789933 0.00275689048441889 21.5950403263155 21.2974252422318 8.78027887267209 10.2473390534142 7.23069463342792 8.23994054869736 7.23074813260659 8.24001094506318 8.19122219274037 8.07833371257778 0.153328568310955 0.143786829215241 0.0500984795017988 0.050107148446578 1.00875940369247 1.02071516512751 1 1 1 1
308 9 33 42 1 0.23569 -0.01649 0 7.77777777777778 7.10377285178795 7.48761513913729 6.01572520112086 5.49330843407111 3.66666666666667 3.66666666667252 0.588656812036384+0i 0.592666240987328 0.587607231996435 0.592104359642024 0.0125028313111919 0.0125004644300605 0.663831032515386 0.791225357270272 0.0158199856416581 0.014550657379716 0.00232449458595387 0.00159741224394626 23.5223410636969 23.3164581271298 12.1196076763346 15.341716133803 9.17651846701698 12.3574587096285 9.17644535912414 12.3574706008881 6.41518392646279 6.35903403466751 0.191221245653202 0.168825421516349 0.0496425294713262 0.0499774688744377 1.01196525934918 1.00765235002917 1 1 1 1
309 9 31 40 1 0.26523 -0.21654 0 8.22222222222222 7.60869021879158 7.41296248533901 7.01104079861272 6.51600750826228 3.44444444444444 3.44444444444077 0.586830815864068+0i 0.595038724730246 0.586218914148517 0.594375967198094 0.012502770885879 0.0125008277164837 0.553596331459849 0.638911511002821 0.0144055504011986 0.0149176720379949 0.00247986297389771 0.00210962115066618 23.2020478667139 23.7293535396978 10.7071340371258 12.6252348830487 8.64011817051334 9.91075199327492 8.64012386215126 9.91075971385861 6.73607841291694 6.88916715670046 0.225246077592236 0.215307943661078 0.0493087662650104 0.050822251647894 1.00540402495639 1.00390907000032 1 1 1 1
310 11 31 42 1 0.2522 -0.1321 0 7.81818181818182 7.27249919564617 7.21683865521327 6.41054094156891 5.7495460053679 2.81818181818182 2.81818181818669 0.555414786686017+0i 0.563207032058669 0.554575015613195 0.56234917094647 0.0125423401626712 0.0125004085921676 0.540344409593539 0.629482446888097 0.0161974796275958 0.016214172131501 0.00277280919015917 0.00239048176170985 22.4836101535179 21.9763382500883 9.56142533760511 11.2103545398889 7.68452504520424 8.94256968866529 7.68452807461497 8.94262223590913 7.97805521576441 7.79805550807937 0.164135881577539 0.147069399927867 0.0494291582089605 0.0507908753667015 1.01166136663336 1.01053367127334 1 1 1 1
311 9 30 39 1 0.27407 -0.13099 0 8.22222222222222 7.88579348230242 7.84328713008098 6.95065719593439 6.44889692328537 3.33333333333333 3.33333333332354 0.59420394888647+0i 0.609308815720397 0.593628229811155 0.608603829224545 0.0125011364277873 0.0125005163004918 0.537841166973276 0.635047286309674 0.0138996514143464 0.0147340391529853 0.00235773943878614 0.00203848529773655 24.3371974873757 24.3498593050964 11.1621766364282 12.8102724173962 8.74516104639479 10.364816914414 8.74516524388305 10.3648257550026 7.30115924621272 7.30495779155246 0.214638080991606 0.202626028949579 0.0483975394652083 0.0535720064456345 1.00700814370816 1.01965806609379 1 1 1 1
312 9 31 40 1 0.26882 -0.05771 0 8.33333333333333 7.40228424615185 7.23094037879021 6.87052300796297 6.31894604360702 3.44444444444444 3.44444444444766 0.596859870017804+0i 0.586140689794695 0.596156726802781 0.585485294963521 0.0125102053157095 0.0125004336897913 0.559030009305065 0.664405620838639 0.0152974294893882 0.0154980638313096 0.0024193297043562 0.00207059096780811 23.3789769734612 23.2198489346349 11.0053155528564 12.7377918189716 8.65459905342314 9.77678283081006 8.65460131185363 9.77673696323142 6.78744492777905 6.74124646488739 0.229028263533762 0.214034558933165 0.0490907014836245 0.0512895056973917 1.01986412637204 1.01467550211352 1 1 1 1
313 10 33 43 1 0.24848 -0.056178 0 8.2 6.9574116274583 7.30502246471181 6.94737042917608 6.23871069950612 3.3 3.29999999999333 0.574340680613658+0i 0.574928873553454 0.573712992258592 0.574292050108469 0.0125482064813662 0.012500390477938 0.519816228903242 0.660822856522573 0.0174346165188594 0.015886686631689 0.0026449307597043 0.00215472963803242 22.4984247853848 22.8968522381562 10.2315047147232 13.0176735142987 8.23647049397645 10.3347464497224 8.23648235409205 10.3347422567377 6.81770448041964 6.93844007218684 0.221551494154821 0.190857278280744 0.0524442063217978 0.0488746299774173 1.02630442630152 1.02019592316836 1 1 1 1
314 13 29 42 1 0.23873 -0.02697 0 6.92307692307692 6.88428704242181 6.53119592152536 5.60789157510338 5.19502936539879 2.23076923076923 2.230769230771 0.514445745750896+0i 0.518139724483731 0.513558231684752 0.517036761214205 0.0125565976216495 0.0125005589088481 0.467930585232007 0.572983780534118 0.0177825838094477 0.0198968482122958 0.00314475352233217 0.0030178623762981 20.720322508041 20.7798460509936 8.19453770020346 9.61754554423904 6.85616426491895 7.57759175246054 6.85618803061321 7.57755150764356 9.28842043463907 9.3151034021611 0.131360026940471 0.122744270130244 0.0488029118732496 0.050237986352752 1.0188986295333 1.00786990624175 1 1 1 1
315 11 31 42 1 0.2522 -0.10531 0 7.81818181818182 6.59108165908528 7.09768717221615 6.89863329579078 5.90089476742114 2.81818181818182 2.81818181818582 0.575574398719837+0i 0.545796104972579 0.575140133779999 0.545127715928286 0.011563400018124 0.0125005506177575 0.473139374902794 0.58576081822898 0.0164406849046893 0.016382697526912 0.0267921758507768 0.00247649055414783 20.4502629367047 21.4126600508696 9.55193717522001 10.8227471673949 7.57700367464572 8.75714163520326 6.89529921483587 8.75714475396061 7.25654491302423 7.59804066320457 0.244624640125422 0.169797935920377 0.0515476415020699 0.0489174996314187 4.10688547602189 1.00769298699401 0.909090909090909 1 1 1
316 8 30 38 1 0.2875 0.027686 0 8.625 7.68711996073338 7.89427435400294 7.04085837970146 6.14242198743703 3.75 3.74999999999183 0.607602409118015+0i 0.63009806588863 0.606939893537723 0.629485034905769 0.0125670079695003 0.0125003627610257 0.526993699674515 0.71343854983815 0.0138698880764785 0.0135394627762285 0.00247878790561936 0.00171383905167862 24.3281850542801 25.2789878381471 11.0140534370117 14.8863475579346 8.89933026056326 11.7037666237514 8.89935046326658 11.703766958979 6.4875160144747 6.74106342351881 0.260907943447193 0.227887720877134 0.0498688429687247 0.0503692592562988 1.01017114941235 1.01172067953934 1 1 1 1
317 9 33 42 1 0.24579 -0.038896 0 8.11111111111111 8.04884195076099 7.24402712518303 6.57690112019558 5.80655503377892 3.66666666666667 3.66666666667289 0.59552746207791+0i 0.579886626850356 0.594866724887386 0.579285594827166 0.012548665626253 0.0125003151326454 0.595045245483924 0.743899626157296 0.0137968981559561 0.0158832968252631 0.00225028072019963 0.00188588794618976 23.7154491538776 22.9451142379265 12.2390480157175 14.1413852855749 10.1943625336089 11.2662517449867 10.1943267385229 11.2669093469898 6.46784976923933 6.25775842851483 0.196995410563404 0.172976139395235 0.0524089318683333 0.0472748969749658 1.04210546146353 1.01697715875136 1 1 1 1
318 10 30 40 1 0.24667 -0.10381 0 7.4 7.70766207401513 7.30024311378845 6.2380217696586 5.68033434341664 3 3.00000000000049 0.581517184525929+0i 0.575377065216419 0.581003058975213 0.574711052474336 0.0124935811074193 0.0125005047953347 0.546856997264426 0.636188978683833 0.0155632340846277 0.0163763906719187 0.00230954339528951 0.00216071862190454 23.4798365475052 23.6532232455962 11.2837336251623 12.6310316515369 9.36929237885592 9.92251882289463 9.3693926677241 9.92251287569121 7.82661218250173 7.88440774853097 0.20443289886951 0.186178880148022 0.0517317953695369 0.0514227349463687 1.00909185928767 1.00801364755266 1 1 1 1
319 9 31 40 1 0.25806 -0.11863 0 8 7.50476099389365 7.82154249273562 6.80236466148318 6.19245336615274 3.44444444444444 3.44444444443178 0.604686796978436+0i 0.590814454390466 0.604086279242359 0.590206665177501 0.0124801414928423 0.0125005020888143 0.512621883820854 0.668276504060836 0.0154274850459744 0.0142630687692776 0.00260063625133975 0.00194781575934816 23.9964008688023 23.6336598328141 10.8976653528338 13.266169835677 8.51800372290829 10.6892334684517 8.51802738292229 10.6892142357075 6.96669702642648 6.86138511276462 0.226893147274682 0.208484283222141 0.0508427754355454 0.0516031019932768 1.02184750010236 1.0231666902406 1 1 1 1
320 11 31 42 1 0.2522 -0.073296 0 7.81818181818182 7.06728417234063 7.46908141380754 6.46622194579785 5.86913328494238 2.81818181818182 2.8181818181834 0.55251799469914+0i 0.574076800169832 0.551809563842398 0.573243645860719 0.0125007434381882 0.0125005211665527 0.476658105173889 0.594415568933684 0.0168546688652472 0.0163369267495932 0.00294110663445899 0.00232730688612609 22.0965233112612 23.1126445579962 9.07286640593413 11.1530713052182 7.49263379103858 9.01615273934529 7.49263623818521 9.01615651219227 7.84070182012494 8.20126097218862 0.168720925679065 0.158025354673166 0.0493240235544375 0.0516353788936411 1.01325894990897 1.01260209421549 1 1 1 1
321 8 31 39 1 0.2621 -0.24682 0 8.125 8.30969663270472 7.81199526814512 7.20002187002187 6.75433810092277 3.875 3.87500000000569 0.61785392806616+0i 0.628246075466716 0.617464398884029 0.627725972990455 0.0125001015228491 0.0125002780438216 0.588378518385714 0.666184152230981 0.01343940159078 0.0138235093874243 0.00201843538246855 0.00182205051795522 25.0127198376884 24.704714849955 13.3635864523558 14.308180956207 10.9015258688129 11.4818367336641 10.9015349498392 11.4818354824046 6.45489544198411 6.3754102838528 0.3102178858275 0.293276456174937 0.0507656702643911 0.0506389268834459 1.03173361212727 1.00756637317588 1 1 1 1
322 10 32 42 1 0.2375 -0.24484 0 7.6 7.01602295096898 7.6242826067356 6.6891389469158 6.1965435583221 3.2 3.20000000021511 0.56527838923566+0i 0.574346818554595 0.564730708971269 0.57381502708083 0.0125040899433395 0.0125006999583582 0.515533267823837 0.603768619057259 0.0162165017088988 0.0152458345098863 0.00270398291613145 0.00210068700172592 22.5832855462226 23.6477727412294 10.166950682633 12.195063165991 8.20136979541768 9.90668934083009 8.20133860899349 9.90668896734385 7.05727673319456 7.38992898114986 0.21015278372371 0.199726867706603 0.0501603681512346 0.0509242355707354 1.01603427163822 1.01117516748585 1 1 1 1
323 12 29 41 1 0.26724 -0.078024 0 7.75 6.96102228615919 7.09442878209348 6.37639687100266 5.77828768395977 2.41666666666667 2.41666666666603 0.535368226793091+0i 0.538496410534461 0.534394614418113 0.537326608727166 0.0125191602040165 0.0125004948331191 0.44832354609849 0.559568223554639 0.0174153122917802 0.018172892645154 0.00335010932883341 0.00285204093729224 21.4020171775316 22.2825852551287 7.9716788181923 9.61391367651813 6.49434962611803 7.65860081579926 6.49438106581414 7.65860065149658 8.85600710794412 9.22038010557308 0.137845847007813 0.128824305364688 0.0505878526217843 0.05014529484958 1.01595282496016 1.02050754019786 1 1 1 1
324 13 29 42 1 0.25199 -0.019099 0 7.30769230769231 6.85828894171525 6.6803254045083 6.18084436230868 5.62219694822462 2.23076923076923 2.23076923076806 0.516992719347672+0i 0.515528049264034 0.5161404660215 0.514391170558429 0.0126646214708738 0.0125004485172068 0.438671443099929 0.5271539342468 0.0185149459854635 0.0190990803720374 0.00365182345006402 0.00347570965478881 21.0612976812249 20.4557155219395 7.77262443352713 9.2886430398499 6.28670822109539 7.59992631937543 6.28671490731738 7.59991657962094 9.44127137434218 9.16980350984052 0.132136899768346 0.118474850794838 0.0505572609734729 0.0483185951246988 1.02819282834024 1.0096984232135 1 1 1 1
325 11 32 43 1 0.24432 -0.099713 0 7.81818181818182 7.14527430028123 7.00616594648219 6.07826137493291 5.76353603084722 2.90909090909091 2.90909090909418 0.559831236569372+0i 0.552109068608885 0.558847334455783 0.551136880389259 0.0124842730902511 0.0125004239563552 0.572528123999282 0.639481831336982 0.0166993641234084 0.0177184642772442 0.00253788142228859 0.00244823702653465 22.651895586387 21.6837342083171 10.2789675816344 11.063087133007 8.19313011746222 9.02688904268335 8.19315410218505 9.02683430378941 7.78658910782053 7.45378363409994 0.158407429015678 0.15188594382833 0.051564543451759 0.050609938288596 1.02937530750082 1.01994263532225 1 1 1 1
326 11 31 42 1 0.24633 -0.11128 0 7.63636363636364 6.78636999737829 6.79720203250891 6.53903614876696 6.18720090931205 2.81818181818182 2.818181818182 0.556447845534568+0i 0.553865672835251 0.555785709747682 0.553170553853619 0.0126188808129591 0.0125005674746768 0.470118886056286 0.573719668231906 0.0182040585368229 0.0174443027208302 0.00310113575688432 0.00257976367242876 22.437703507392 21.6553221474997 9.42798056755157 10.6597177311082 7.42892668758787 8.57768455787311 7.42897725512702 8.57767974852031 7.96176576068747 7.68414656846712 0.188367229588699 0.178257687242886 0.052388521191389 0.0492236154554975 1.0290121056879 1.00333429518069 1 1 1 1
327 10 31 41 1 0.25806 -0.14978 0 8 7.16550916151608 7.52427334980457 6.61447139485073 5.99923030688168 3.1 3.10000000000323 0.563401884526132+0i 0.570391742921363 0.56273995150101 0.569583459370502 0.012521927457548 0.0125003430795822 0.546883967352482 0.667076685396081 0.0162759315536589 0.0158007585420159 0.00254246234048669 0.00215254700817229 22.2114307274271 23.2609991525325 10.5069653792659 12.7322024555273 8.53792101032096 10.3258105757281 8.53796608193506 10.3260816639417 7.16497765400875 7.50354811371205 0.202543342618955 0.181032538026773 0.052679378101443 0.0498732548181447 1.01576556416307 1.02252031462546 1 1 1 1
328 9 32 41 1 0.26736 0.045732 0 8.55555555555556 7.07680478100377 7.39651670162403 6.65857419674083 5.7468193071265 3.55555555555556 3.55555555555474 0.593268445884243+0i 0.587422861327825 0.592479729641446 0.586824138831853 0.0125331011585811 0.0125006132323218 0.594838159823429 0.741429056721214 0.0163116005766972 0.015146580044835 0.00263491767293961 0.00188619264354026 22.8306273165316 22.7309554562989 11.1582563371617 13.825221136154 8.66561347442601 10.8307122736916 8.66561986866983 10.8307121141565 6.42111393277453 6.39308122208559 0.213129931314989 0.176935722934136 0.0498016154473509 0.0490783875311456 1.01951544004184 1.02731501145904 1 1 1 1
329 13 30 43 1 0.23333 -0.11961 0 7 6.8180188347944 7.07036952658309 5.53233287862758 5.05519639303976 2.30769230769231 2.30769230769235 0.518654771572273+0i 0.530499089309808 0.517427081638499 0.529443625505664 0.0125615757795479 0.0125004908228345 0.463549454322405 0.59547169851391 0.0191039219735969 0.0182308182217937 0.00352515095549492 0.00263225385593492 20.6225804240628 21.5049432286521 7.67088003985923 9.9151266008347 6.27850816994314 7.97949361010832 6.27851051992226 7.97949146678689 8.93645151709386 9.31880873241591 0.120676444817135 0.114085981541139 0.0510864738869701 0.0513376478163362 1.02700799946912 1.00718678147013 1 1 1 1
330 11 31 42 1 0.24927 -0.12796 0 7.72727272727273 6.58770031389492 6.8795910384063 6.2693783934139 6.04356813283713 2.81818181818182 2.81818181817981 0.536515807229026+0i 0.548647219306852 0.535564852610669 0.547754374585602 0.0125066054201451 0.0125004272462139 0.53494703291891 0.582140602996911 0.0180075751925545 0.0175207834380502 0.00292741293704097 0.00256653543767407 21.5136958742103 21.1517932340104 9.29815074858291 9.83653061943056 7.05898937312818 8.03801419222026 7.05899347553565 8.03795720463487 7.63389208439719 7.50547501852538 0.172455059526116 0.16915654031807 0.0498036261550285 0.0504361152413725 1.00965630742342 1.01241036206313 1 1 1 1
331 9 30 39 1 0.27037 -0.11901 0 8.11111111111111 7.54560322782539 7.40518496497697 6.9439323364188 6.1490430657128 3.33333333333333 3.33333333332911 0.592190422245774+0i 0.594954897694252 0.591621251946128 0.594113120106314 0.0125019367590568 0.0125003722011904 0.517719169265838 0.662418100882562 0.0147951543557176 0.0156039754221003 0.00249343606892147 0.0020972341329318 23.7370202108194 23.3177984401683 10.6013015242014 12.6335511043348 8.37094177469844 10.3288049364107 8.37106127657224 10.3287921411717 7.12110606324583 6.99533953205994 0.242032217167836 0.21579942653329 0.0515773896973471 0.0511396596229924 1.00632680074876 1.01712561805553 1 1 1 1
332 9 33 42 1 0.23906 -0.09688 0 7.88888888888889 7.17444970314371 7.26801529549082 6.63962078403544 5.82796096440047 3.66666666666667 3.6666666666803 0.604180146725866+0i 0.576069760422304 0.603814786882437 0.575555536572564 0.0125279198901752 0.0125005791148552 0.654118761271218 0.731794305110016 0.0144203750543564 0.0155208278749769 0.0331655881945894 0.00182858346867375 21.1290454107901 22.5708386841668 13.8690136951286 14.0562231303978 11.2765456968235 11.3625279440762 10.0322354821825 11.3625300883894 5.76246693021549 6.15568327747571 0.299759117383457 0.200397170190928 0.0482102315524505 0.0498957737301881 8.72065093714773 1.01389076265161 0.888888888888889 1 1 1
333 10 32 42 1 0.25938 -0.19847 0 8.3 7.60255085947013 7.4686507003824 6.93721777556855 6.46277689670682 3.2 3.20000000000904 0.573466119373879+0i 0.577467899147368 0.572764384515849 0.576756005760014 0.0124929864015299 0.0125006970119479 0.54158953766668 0.630287454974831 0.0151562547092584 0.0151341781929917 0.00257886285735083 0.00226649027552024 22.7339969703607 22.8621188064633 10.3400062222413 12.0016510504907 8.37618098396683 9.55529251736963 8.37624569131317 9.55521549868342 7.10437405323771 7.14441212699657 0.194845367309323 0.184738830346338 0.050274706488577 0.0506209065399184 1.01520005864762 1.00343862406225 1 1 1 1
334 9 31 40 1 0.24731 -0.11465 0 7.66666666666667 7.38608546335245 7.62561456759801 6.32818066431946 5.77207581660368 3.44444444444444 3.44444444444325 0.594815322311766+0i 0.58195989473807 0.594033596726503 0.581355909436291 0.0124963379958386 0.0125004455927049 0.601871239359797 0.716478436672464 0.0161557679198147 0.0144829159491422 0.00232356725071389 0.0017589016539183 23.8241023163232 23.8464042620116 11.7881056914006 14.0626600786253 9.30436474126838 11.2584750138215 9.30459156533616 11.2585075407183 6.91667486602933 6.92314962445738 0.237921697156082 0.21902845105858 0.0507379866249605 0.0500342459098361 1.03401648307427 1.0115444896214 1 1 1 1
