matID P A S S_category C NODFst N_lowHigh mdegree mfitness0 mfitness1 mEffective_deg0 mEffective_deg1 wdegree0 wdegree1 mpredicted_abund0 mpredicted_abund1 mabund0 mabund1 mR0 mR1 mwasigma0 mwasigma1 msigma_c0 msigma_c1 mGamma0 mGamma1 sVisits_perP0 sVisits_perP1 mPollenDep_perP0 mPollenDep_perP1 mSeedProd_perP0 mSeedProd_perP1 mmort_recruit0 mmort_recruit1 PersYoN0 PersYoN1 mOmega0 mOmega1 mrho0 mrho1 mfitness_diff0 mfitness_diff1 fPersP0 fPersP1 criterion_check0 criterion_check1
11 9 30 39 1 0.28889 0.083067 0 8.66666666666667 7.31966634676232 8.20532000895681 5.77248419869543 5.14271307207487 3.33333333333333 3.33333333334062 0.617191682771427+0i 0.605334593269086 0.616881007941612 0.604840213384389 0.0112361527826666 0.0125002801156519 0.73366666170478 0.730838994396623 0.0136164636169265 0.0134054989297074 0.0316469697415236 0.00175738868765096 21.8100117887921 24.5413706651867 16.3671488790332 15.1391800816577 13.4204879416602 12.4582226609709 11.9375502395277 12.4582211788467 6.54300353663763 7.36241119953352 0.164327768081428 0.11045980626824 0.0530262321853204 0.0499915090540359 2.42352980895788 1.01438190047191 0.888888888888889 1 1 1
12 9 35 44 1 0.28889 0.28688 1 10.1111111111111 7.06536794406373 7.65219699674461 7.11681888547318 5.61704273839517 3.88888888888889 3.88888888888895 0.615635510202154+0i 0.590836118345479 0.614426046303921 0.590208847396587 0.01274765769545 0.0125006344550411 0.636799736844659 0.803746345231954 0.0136670620660312 0.0146819848033294 0.0333691515111168 0.00166263277269466 21.8593840117635 23.6197273361099 12.5126238667008 15.6348083766297 10.0272008007973 12.6562399547936 8.92218768787935 12.656239859143 5.62098446016775 6.07364417214147 0.247757812277366 0.145149715462945 0.0516061362647779 0.0489884672419148 4.01342649536153 1.00833044951501 0.888888888888889 1 1 1
13 9 36 45 1 0.32407 0.078613 0 11.6666666666667 7.66263449724839 7.42021671946683 8.4673121757244 7.53214294506394 4 4.00000000000038 0.607393717910824+0i 0.600125540005671 0.606330305271332 0.598980505104171 0.0126132749434032 0.0125004994600669 0.587596255575604 0.701546987988729 0.0145637197750941 0.0152920632653772 0.00255274300006444 0.00219374680636885 24.3027641141494 23.4432911778722 10.9184007237387 12.8431955050276 8.5889267144739 10.0376000357754 8.58893146549449 10.0376073727738 6.07569102853736 5.86082279446822 0.241026943386032 0.212960208792071 0.0496065900397142 0.0513712011282803 1.04112223820911 1.01682339402556 1 1 1 1
14 10 33 43 1 0.23636 0.62278 1 7.8 6.71352667421259 7.35070497938714 6.33090720483642 4.07859882747907 3.3 3.29999999999464 0.620094185067618+0i 0.57962439918342 0.618506814234507 0.579242682761036 0.0145606930492728 0.0125002682478846 0.46829971498508 0.860745623543592 0.0134757995168124 0.0160246554556557 0.0627082261970847 0.00146999622137266 20.3170509676481 23.1133008383329 10.3615560946711 17.4987133388198 8.34797815169375 13.9903376288609 6.69144458697365 13.9903359357636 6.15668211140853 7.00403055708631 0.268445400268823 0.0825043558419465 0.0511425199903192 0.0484420568949231 2.22723218835451 1.01862604724701 0.8 1 1 1
15 11 37 48 1 0.30467 0.29045 1 11.2727272727273 6.47167504471326 6.71046089843028 7.67944167514582 6.22525348622321 3.36363636363636 3.36363636362547 0.576184588053816+0i 0.541321951164019 0.575021862616379 0.54032553944959 0.012729698200505 0.0125004632143575 0.549901066093834 0.673215476358916 0.0163289942813649 0.0180088359185523 0.0270138856858529 0.00240604916787737 21.5969089196229 20.8174931903449 10.8407063669457 10.9732555359284 8.37167015108989 8.93979528354323 7.6171802538678 8.93979353966822 6.42070265177979 6.18898446200632 0.222169987086807 0.157264465226553 0.0502557752874379 0.0500002104289391 1.72503473861897 1.00880406694111 0.909090909090909 1 1 1
16 11 24 35 1 0.28788 0.23044 1 6.90909090909091 6.8913630358267 7.21698356661842 4.72278797012497 3.90457834721542 2.18181818181818 2.18181818182026 0.54968606901994+0i 0.556492493569828 0.548286401367354 0.555571753430562 0.0126879558225051 0.0125002991548852 0.532387609350771 0.713560443110542 0.0173852756963038 0.0163778807837675 0.00323417469015607 0.00206649973140237 21.7994431936665 22.4591540249189 9.30985122453445 12.6714060744804 7.38455525341845 10.2372456992782 7.38459893804159 10.237916459213 9.99141146376379 10.2937789280731 0.108101873250182 0.094104572680903 0.0498480837880295 0.0502373946143773 1.02629192006776 1.01153117709488 1 1 1 1
17 8 37 45 1 0.17905 0.6153 1 6.625 7.16194209689335 7.61827471220895 6.15442583732057 4.77528298515286 4.625 4.62500000000184 0.647200904856674+0i 0.616735217168581 0.645882200379695 0.616608090022992 0.013928220462869 0.0125003775555144 0.391011338926933 0.944512066192246 0.0123322482356985 0.0137782462288308 0.0414361952711717 0.00112911374181689 22.2290548782882 24.2962150123962 9.94487853805304 21.9414914697494 7.75633631312812 17.5943759632167 6.79535317073096 17.5946598694575 4.80628213584611 5.2532356783421 0.405668656902882 0.0487282714141956 0.0507731412662692 0.0499631990168421 -67.8080390216969 1.0123858263664 0.875 1 1 1
18 10 34 44 1 0.22941 0.43457 1 7.8 6.21107903058294 7.19371874724247 5.93968550302499 4.36908403618669 3.4 3.3999999999838 0.609828731526979+0i 0.563522022263606 0.608967382881414 0.563029584199533 0.0126841915598197 0.012500394250699 0.501717852530779 0.858387561979908 0.0146605700754672 0.0163307285412145 0.0586032400036813 0.00155684835344087 19.5165295835775 22.0816672598408 10.5957703737127 16.199430002227 8.14878172357039 13.3028268004127 6.53302268882722 13.3028266881716 5.74015575987575 6.49460801765832 0.21977054697885 0.0846748175588573 0.0497211867422468 0.049867874383248 25.7858529575157 1.02044350070381 0.8 1 1 1
19 10 34 44 1 0.20882 0.76544 1 7.1 5.66342785882397 6.98667786184559 5.6167528945601 4.0061055308888 3.4 3.39999999996029 0.647066079384937+0i 0.576570159201738 0.64601840395861 0.576253485987831 0.0101063626843968 0.0125003546862756 0.587499325904959 0.893168120337651 0.0131880308243127 0.0167704625448429 0.0844761744370653 0.00139149315537597 18.2460684680462 22.8303021098791 13.2933325458885 18.6684935983479 10.3046499066193 14.8551734639762 7.23506990316764 14.8551734279261 5.36649072589594 6.71479473816836 0.33453566579592 0.0789990245655096 0.0518805073450711 0.0522280346892858 -238.00704966738 1.00880195846229 0.7 1 1 1
20 8 7 15 1 0.25 -0.33949 0 1.75 3.21907071109006 3.45894432361816 1.65454545454545 1.62519727499998 0.875 0.87500000000015 0.742825574406414+0i 0.746578529927769 0.733848137669005 0.746577381711727 0.0333416712415457 0.0125005111317663 0.549426550439987 0.666368300892827 0.010774214906032 0.0108667512980596 0.21905782547488 0.202541367395929 10.4183567646438 11.3972387834215 9.01412812655197 20.3249154881449 7.37155998695656 15.3571337026753 2.80187579723164 5.79803520408058 11.9066934453072 13.0254157524714 0.110726222767854 0.0832533868450272 0.0564650325414083 0.0512602685533255 1.20391576791294 -122.97232269506 0.375 0.375 1 1
21 10 22 32 1 0.24091 0.43217 1 5.3 6.71368407641251 7.24576393103361 3.71784931070128 2.94951939644214 2.2 2.19999999999484 0.611548456149819+0i 0.569987974559563 0.610987679398401 0.569476641938402 0.0127131483165213 0.0125005564195632 0.683404856911937 0.813491274147103 0.0139459629111593 0.0155855797418276 0.056119891365 0.00168087536797736 19.6116538675663 22.5097086224868 14.7255089146991 15.9117916538545 11.9821116803753 12.7885354172165 9.60145770502823 12.7885354054608 8.91438812162106 10.23168573752 0.121954093023447 0.0555825477558383 0.0504602371481051 0.0489477900353016 11.292392258047 1.0136868111817 0.8 1 1 1
22 12 36 48 1 0.27778 0.13647 0 10 6.55730318174004 6.73912478922313 6.67711069586823 6.13167161482926 3 3.00000000000035 0.54011620097659+0i 0.532315903692509 0.539352791024715 0.531170050103582 0.0125761051749145 0.012500528791807 0.726126640146356 0.703762713173509 0.016443974349987 0.0180198857173772 0.0234419751475486 0.00237106961074947 20.0628650609846 21.6754972295435 12.9703007663804 11.8743893686535 10.4138568863087 9.33464749384109 9.55315233461665 9.33463400568151 6.68762168699485 7.22516574318009 0.165520060288702 0.128103191726689 0.0477086844083207 0.0491517518607764 2.78409308731313 1.00866464525381 0.916666666666667 1 1 1
23 11 33 44 1 0.2865 0.24178 1 9.45454545454546 7.32447820872484 7.12314667295906 5.42564808679364 4.9588085856424 3 3.00000000000248 0.559142626536523+0i 0.556842846814786 0.558136476620106 0.555901052547885 0.0125012864317661 0.0125005049402584 0.753730785610929 0.810374211939134 0.0159192470505188 0.0170130111915811 0.00208993898578626 0.00188522542834985 22.5804981029473 22.1458233150963 13.0970191163715 13.7536121883162 10.3823878760682 10.9935994270607 10.3827770726455 10.9936011694628 7.52683270098245 7.38194110502411 0.124557773854851 0.112403239698303 0.04851174194866 0.0503254167920719 1.01105102902764 1.0154144723069 1 1 1 1
24 9 31 40 1 0.22222 0.65717 1 6.88888888888889 6.22480880244556 7.37693238273836 5.45157650155173 4.05613695514445 3.44444444444444 3.44444444444324 0.644077679126136+0i 0.606608252663818 0.642971517978939 0.606337809944029 0.0135532049420776 0.0125004991896449 0.602972864322164 0.900314038869848 0.0132323563412778 0.015983140016325 0.0650014743664453 0.0014111613580044 19.6365913282846 23.7269980683337 13.6368612583234 19.5604109587679 10.7492806269042 15.3908888746161 8.3767680176291 15.390888759679 5.70094586950198 6.88848331015028 0.228428026632128 0.0649108714201161 0.0495298602301885 0.0516687197371444 8.82356697925846 1.01834145810632 0.777777777777778 1 1 1
25 10 34 44 1 0.26471 0.22098 1 9 6.82326840559011 7.31705025546332 6.29507793382559 5.28790638626567 3.4 3.40000000000313 0.591783109002515+0i 0.572814535040716 0.590988270214166 0.572061572573078 0.0126503966945749 0.0125006392833643 0.691278359569013 0.805270505100507 0.0148854616567323 0.0160398009625477 0.0287208728440297 0.00180822883221655 21.3403084463112 22.8448871929636 13.4062709144957 14.8249233797913 10.8387601233933 11.6493637560018 9.76168600112017 11.6493636459299 6.27656130773858 6.71908446851004 0.201035536672224 0.148161856923301 0.0517017857968523 0.0477952014203432 18.2555773485174 1.00423163286667 0.9 1 1 1
26 9 18 27 1 0.20988 0.65589 1 3.77777777777778 5.2644497509427 7.06989567203036 3.05234663961979 2.35864034809754 2 1.99999999999672 0.702062245429866+0i 0.635586671766751 0.701313253026338 0.635427947228037 0.0135361774022125 0.0125008062380923 0.594551707244259 0.829449338173576 0.0114275385572248 0.0143296019321488 0.144652071705406 0.0326840033029191 15.7259461845031 22.3212980348911 15.4958733115829 19.3147618175174 12.6348374305053 15.6448599885496 7.04791187351911 13.9154048738486 7.86297309225153 11.1606490174846 0.181509974119569 0.0227881961118295 0.0500590766393501 0.0510692588461232 11.7887358514007 -39.4473010004094 0.555555555555556 0.888888888888889 1 1
27 10 32 42 1 0.28125 0.17997 0 9 6.94837132846353 6.93491475795075 5.94447424017472 5.15228545107617 3.2 3.20000000000324 0.563424124703281+0i 0.573405524885595 0.56214302692086 0.57253008051647 0.0126132232785319 0.0125006560915563 0.586249338608986 0.770572847959013 0.0163966259481145 0.0165130240445721 0.00272054543267581 0.00190697060855157 22.1855534839468 22.4121106004221 9.95249176882617 13.5326905726522 7.90434094985893 10.6366664666317 7.90436326868598 10.6366664428993 6.93298546373338 7.00378456262478 0.153032466111472 0.131241601644755 0.0495923817717748 0.0496366909146122 1.02231734684169 1.01640408231985 1 1 1 1
28 10 27 37 1 0.24074 0.63769 1 6.5 4.81711548560269 6.40276220965882 4.94422328948916 3.67021899368962 2.7 2.69999999999541 0.648971758105062+0i 0.579270001274547 0.648446021079324 0.578830914106345 0.0129456471225656 0.0125005520583583 0.642483492041977 0.828446992013275 0.0125827779477136 0.0163951989934134 0.124766789563494 0.0261152991162873 15.5946058155479 20.6116495769265 14.7841735546071 16.2044459515631 11.52654274029 12.6747443668765 6.94295821800119 11.4160195690844 5.77577993168443 7.63394428775917 0.335702458292371 0.0833091209606318 0.0475704999096371 0.0496557879020393 -58.8156388301297 -32.3929730707533 0.6 0.9 1 1
29 10 38 48 1 0.26579 0.46484 1 10.1 6.99629923625908 7.7948238989571 7.45122279868884 5.60479362221181 3.8 3.80000000003301 0.583500173078878+0i 0.589206666045866 0.582579547756815 0.58861515743688 0.0133048009084814 0.0125004207706823 0.720382587941023 0.798633668798324 0.0144714374766315 0.0152277970390044 0.0272452564596372 0.00168485633272311 20.8183660970013 23.6575172416921 14.0141259486052 15.5624662824003 11.5140016945594 12.4392790672564 10.3702328129564 12.4392788965255 5.47851739394772 6.22566243195583 0.272342048187847 0.148414633629607 0.0498880100606752 0.0512783561770769 4.04013289152394 1.02537795545142 0.9 1 1 1
30 9 40 49 1 0.26944 0.46935 1 10.7777777777778 6.08966775593187 7.37437144797432 8.782886893944 6.62809786361251 4.44444444444444 4.44444444444989 0.627539180627882+0i 0.593399713932233 0.626917851177765 0.592907244739202 0.012527795917307 0.0125008470816592 0.550256866964335 0.78785444477618 0.0138957179418078 0.0147969456029264 0.066746284600453 0.00159590588984207 19.032186784459 23.285364930022 11.2918614784055 16.123259275092 8.93746675338658 12.6884006158672 6.96768649634605 12.6884024600345 4.28224202650328 5.23920710925481 0.416729276186782 0.228914890681776 0.0493974896730199 0.0497891275856782 -20.4756014749308 1.0194347389498 0.777777777777778 1 1 1
31 12 36 48 1 0.32407 0.3009 1 11.6666666666667 6.41647769753856 6.39893053264815 7.77888245112917 6.34454069083025 3 2.99999999999972 0.547130706192115+0i 0.524508435654083 0.545966715185816 0.523136906896383 0.0126593646717564 0.0125004787888881 0.518692664046571 0.631100763006081 0.016843322976159 0.0198689574534994 0.0250210435350262 0.00286274606118747 20.2611736842162 20.3292184760449 9.08994715919547 9.46939445153706 7.25199721202252 7.58994314254788 6.65406145195072 7.58992048555117 6.75372456140539 6.77640615868266 0.199044720893404 0.145451899848253 0.050343800120793 0.0507536417217807 2.07671946217106 1.01029317306927 0.916666666666667 1 1 1
32 11 25 36 1 0.24364 0.19059 0 6.09090909090909 6.23078270242569 6.80266754951485 4.11866373164767 3.23120636672302 2.27272727272727 2.27272727272661 0.567742617486313+0i 0.552732634963681 0.56694128580782 0.552105611883843 0.0128070602516266 0.0125004922530341 0.6080021753118 0.799505500821657 0.0166974757678006 0.0174256427426493 0.0264927914196944 0.00176561219714487 20.3400640547615 22.3522713758504 11.5218728600087 14.672317772833 9.15512586527951 11.3357862385681 8.32923892592798 11.3357868758867 8.94962818409505 9.83499940537689 0.100951204874966 0.0619581630847161 0.0497841470577646 0.0495407319841136 1.59619622433809 1.01895794872726 0.909090909090909 1 1 1
33 11 36 47 1 0.27273 0.24911 1 9.81818181818182 6.7777694954253 7.06375546434061 7.40059489112835 5.86982306808201 3.27272727272727 3.27272727272716 0.557637736500948+0i 0.56038790273779 0.556493607914979 0.559455073773523 0.0129606933780838 0.0125003176339528 0.433632240924768 0.696916013919766 0.0174964543351548 0.0166021678780553 0.00347653265780452 0.00211837082362794 21.9868494365097 22.9080955953014 8.22611496170403 13.0725459593568 6.54537721171204 10.1694880678359 6.54531586043568 10.169487985386 6.71820399448908 6.99969587634261 0.200474654926049 0.159532062521372 0.0495059726012262 0.051030126164746 1.03362813800719 1.00899981656129 1 1 1 1
34 10 35 45 1 0.32286 0.54263 1 11.3 5.3617809908605 7.09973038727862 8.91256959623011 5.99228807475285 3.5 3.49999999997614 0.624668138369788+0i 0.569764854555638 0.622895993475919 0.568868120329598 0.0142986965247708 0.0125003624058428 0.402926097729599 0.74091316332436 0.0133484848031378 0.016605669605396 0.0934811137534115 0.0019471702472803 17.7301561634786 23.0091218919413 8.69096946715005 14.1014598259165 6.96420635217647 11.0377185605504 4.89615527463786 11.0383583694852 5.06575890385104 6.57403482634561 0.522580586632669 0.187329124351425 0.0473884407449546 0.0518564339997702 14.9769246474924 1.01388258563534 0.7 1 1 1
35 9 36 45 1 0.28704 0.62478 1 10.3333333333333 7.10068124434379 7.54520592050863 7.80240402839454 5.44633359572548 4 3.99999999999172 0.626070934981445+0i 0.604779794976146 0.623570592387781 0.604154523777607 0.0136056326164021 0.0125006096538694 0.412973454364318 0.825247640457438 0.0140862819377395 0.0147445305713947 0.0335777305601565 0.00160062379710935 22.4605398244508 23.8275165763497 7.84557261751518 16.3081773380477 6.13798844718568 12.837161716508 5.4640224054713 12.8373172793604 5.6151349561127 5.95687914411137 0.276909473937004 0.132024000311254 0.0521287340725919 0.0505073192642492 6.55839776128079 1.00535973132666 0.888888888888889 1 1 1
36 8 33 41 1 0.24621 0.62092 1 8.125 7.7042970163878 8.08863558666919 6.66131720281913 4.91950408460082 4.125 4.12499999999187 0.60656626673179+0i 0.6150976894066 0.605310846104557 0.614819754575792 0.0140183888355288 0.0125003811468027 0.569971233813014 0.868387109516635 0.0143482403894844 0.0133509552598348 0.00279983947464232 0.0012705018170473 24.5168722960368 24.965467744305 11.8426531471687 19.3522978833671 9.5375603861973 15.5771295643517 9.53756638389924 15.5772031714293 5.94348419297861 6.05223460469542 0.280102411080844 0.127020883649078 0.050859567639455 0.051635073584249 1.15104408733283 1.01020133815501 1 1 1 1
37 10 28 38 1 0.225 0.28441 1 6.3 6.95810258718276 7.47144848836989 4.79765710676042 3.70458951792114 2.8 2.79999999999971 0.596090386337504+0i 0.568167269058423 0.59530879983482 0.567724933255641 0.0130770099587213 0.0125005135058232 0.55863980721211 0.804430472405537 0.0144391176975804 0.0155248914320468 0.0275987774261981 0.00160079969385121 21.3657350121808 22.6199028484169 12.0266256986739 15.7884679629493 9.73798142276025 12.92818051008 8.77138549954987 12.9281382993954 7.63061964720741 8.07853673157929 0.1297238691938 0.067539426726026 0.0501166354634789 0.0502517964631164 3.2455826331104 1.01264976008854 0.9 1 1 1
38 11 31 42 1 0.24047 0.26475 1 7.45454545454545 6.72591792848041 7.09287750925795 5.11857263644076 4.27770825342099 2.81818181818182 2.81818181817572 0.579099548577841+0i 0.554071058459468 0.578342826529148 0.553425112524888 0.0126348828433594 0.0125004421707598 0.626787131305732 0.758995088141149 0.0156230981676905 0.0169099742640102 0.0253599823723393 0.00186338155463015 20.5846347358014 21.7797867715431 12.355754583003 13.684249361213 9.89665431638858 11.1586273259673 9.00351249967056 11.158581505193 7.30422522883276 7.72831143508396 0.134540013062496 0.0923483040356799 0.0514787330898426 0.0501384234103598 2.57049508915487 1.02824896764878 0.909090909090909 1 1 1
39 11 22 33 1 0.19008 0.50046 1 4.18181818181818 5.28580668542046 6.85437080948495 3.13962681871673 2.47605849013573 2 2.00000000000197 0.652515109031603+0i 0.577055200534706 0.652229807280803 0.576791077785219 0.0125737330120908 0.0125003911693464 0.815698199037976 0.899742909357891 0.0128993752992517 0.0159841148215621 0.106256490246634 0.0225843990444628 16.2613468011203 20.904575635994 19.1934750915935 18.661988796394 15.9429273385711 15.1431829627806 10.1694048335037 13.7749881272293 8.13067340056013 10.4522878179786 0.137268216527605 0.037214443095508 0.052309974725285 0.0510482099630541 -242.052746729876 -30.5192733809459 0.636363636363636 0.909090909090909 1 1
40 12 37 49 1 0.24099 0.4944 1 8.91666666666667 6.1355829274125 6.66019128585382 6.15084403881957 4.76585475543509 3.08333333333333 3.08333333333014 0.572753226426192+0i 0.530905783180709 0.572196714137424 0.53014026787677 0.0126826734576699 0.0125003134105777 0.729390724439334 0.772235076995268 0.0159928861525513 0.0185910841777157 0.0444062326692472 0.00195377096580294 19.3121797027781 21.3595915479954 14.538679637361 13.3443377010623 11.6982675313077 10.7415162271778 9.76179489606125 10.7415154808933 6.26340963333343 6.92743509665406 0.192396837712771 0.0966075819387687 0.0505901312012171 0.0494912423239574 10.4434491337855 1.0161683837919 0.833333333333333 1 1 1
41 12 29 41 1 0.27299 0.38579 1 7.91666666666667 6.03757354755188 7.08741217825587 5.14146171863673 4.03114743918701 2.41666666666667 2.41666666666407 0.57123875057126+0i 0.543696972444632 0.570418267056937 0.542800841683627 0.0126911198134223 0.0125003939558849 0.600762805697423 0.72894058083191 0.016102339748243 0.0183308800199115 0.0456791024205327 0.00214689783081298 19.2206995595347 21.3399669536612 11.639554991301 12.1988398543878 9.07722987146957 10.0102540485793 7.57694727847063 10.0102538209563 7.95339292118675 8.83033115326853 0.151715608770437 0.0852522228631593 0.0495782756926059 0.0512511101109223 7.26631806413281 1.01449063718465 0.833333333333333 1 1 1
